slug,title,generated_code,status,error
find-the-sum-of-encrypted-integers,Find the Sum of Encrypted Integers,"```python
from typing import List

class Solution:
    def sumOfEncryptedInt(self, nums: List[int]) -> int:
        total = 0
        for num in nums:
            s = str(num)
            max_digit = max(s)
            encrypted = int(max_digit * len(s))
            total += encrypted
        return total
```",Y,
latest-time-you-can-obtain-after-replacing-characters,Latest Time You Can Obtain After Replacing Characters,"```python
class Solution:
    def findLatestTime(self, s: str) -> str:
        time = list(s)
        if time[0] == '?':
            if time[1] == '?':
                time[0] = '1'
                time[1] = '1'
            else:
                if int(time[1]) > 1:
                    time[0] = '0'
                else:
                    time[0] = '1'
        if time[1] == '?':
            if time[0] == '1':
                time[1] = '1'
            else:
                time[1] = '9'
        
        if time[3] == '?':
            time[3] = '5'
        if time[4] == '?':
            time[4] = '9'
        
        return ''.join(time)
```",Y,
existence-of-a-substring-in-a-string-and-its-reverse,Existence of a Substring in a String and Its Reverse,"```python
class Solution:
    def isSubstringPresent(self, s: str) -> bool:
        reversed_s = s[::-1]
        substrings = set()
        for i in range(len(s) - 1):
            substrings.add(s[i:i+2])
        for i in range(len(reversed_s) - 1):
            if reversed_s[i:i+2] in substrings:
                return True
        return False
```",Y,
maximum-length-substring-with-two-occurrences,Maximum Length Substring With Two Occurrences,"```python
class Solution:
    def maximumLengthSubstring(self, s: str) -> int:
        max_len = 0
        n = len(s)
        for i in range(n):
            freq = {}
            for j in range(i, n):
                char = s[j]
                freq[char] = freq.get(char, 0) + 1
                if freq[char] > 2:
                    break
                current_len = j - i + 1
                if current_len > max_len:
                    max_len = current_len
        return max_len
```",Y,
distribute-elements-into-two-arrays-i,Distribute Elements Into Two Arrays I,"```python
from typing import List

class Solution:
    def resultArray(self, nums: List[int]) -> List[int]:
        if not nums:
            return []
        arr1 = [nums[0]]
        arr2 = [nums[1]] if len(nums) > 1 else []
        
        for i in range(2, len(nums)):
            if arr1[-1] > arr2[-1]:
                arr1.append(nums[i])
            else:
                arr2.append(nums[i])
        
        return arr1 + arr2
```",Y,
apple-redistribution-into-boxes,Apple Redistribution into Boxes,"```python
from typing import List

class Solution:
    def minimumBoxes(self, apple: List[int], capacity: List[int]) -> int:
        total_apples = sum(apple)
        capacity.sort(reverse=True)
        boxes_used = 0
        current_capacity = 0
        
        for cap in capacity:
            if current_capacity >= total_apples:
                break
            current_capacity += cap
            boxes_used += 1
        
        return boxes_used
```",Y,
minimum-operations-to-exceed-threshold-value-i,Minimum Operations to Exceed Threshold Value I,"```python
from typing import List

class Solution:
    def minOperations(self, nums: List[int], k: int) -> int:
        nums_sorted = sorted(nums)
        operations = 0
        for num in nums_sorted:
            if num < k:
                operations += 1
            else:
                break
        return operations
```",Y,
modify-the-matrix,Modify the Matrix,"```python
from typing import List

class Solution:
    def modifiedMatrix(self, matrix: List[List[int]]) -> List[List[int]]:
        m = len(matrix)
        n = len(matrix[0]) if m > 0 else 0
        answer = [row[:] for row in matrix]
        
        for j in range(n):
            max_val = -1
            for i in range(m):
                if matrix[i][j] != -1 and matrix[i][j] > max_val:
                    max_val = matrix[i][j]
            for i in range(m):
                if answer[i][j] == -1:
                    answer[i][j] = max_val
        return answer
```",Y,
split-the-array,Split the Array,"```python
from typing import List
from collections import defaultdict

class Solution:
    def isPossibleToSplit(self, nums: List[int]) -> bool:
        freq = defaultdict(int)
        for num in nums:
            freq[num] += 1
            if freq[num] > 2:
                return False
        return True
```",Y,
type-of-triangle,Type of Triangle,"```python
from typing import List

class Solution:
    def triangleType(self, nums: List[int]) -> str:
        a, b, c = sorted(nums)
        if a + b <= c:
            return ""none""
        if a == b == c:
            return ""equilateral""
        if a == b or b == c or a == c:
            return ""isosceles""
        return ""scalene""
```",Y,
maximum-number-of-operations-with-the-same-score-i,Maximum Number of Operations With the Same Score I,"```python
from typing import List

class Solution:
    def maxOperations(self, nums: List[int]) -> int:
        if len(nums) < 2:
            return 0
        target = nums[0] + nums[1]
        count = 1
        i = 2
        while i + 1 <= len(nums):
            current_sum = nums[i] + nums[i+1] if i + 1 < len(nums) else 0
            if current_sum == target:
                count += 1
                i += 2
            else:
                break
        return count
```",Y,
number-of-changing-keys,Number of Changing Keys,"```python
class Solution:
    def countKeyChanges(self, s: str) -> int:
        if not s:
            return 0
        count = 0
        prev = s[0].lower()
        for c in s[1:]:
            current = c.lower()
            if current != prev:
                count += 1
                prev = current
        return count
```",Y,
ant-on-the-boundary,Ant on the Boundary,"```python
from typing import List

class Solution:
    def returnToBoundaryCount(self, nums: List[int]) -> int:
        position = 0
        count = 0
        for num in nums:
            position += num
            if position == 0:
                count += 1
        return count
```",Y,
count-prefix-and-suffix-pairs-i,Count Prefix and Suffix Pairs I,"```python
class Solution:
    def countPrefixSuffixPairs(self, words: List[str]) -> int:
        count = 0
        n = len(words)
        for i in range(n):
            for j in range(i + 1, n):
                s1 = words[i]
                s2 = words[j]
                if s2.startswith(s1) and s2.endswith(s1):
                    count += 1
        return count
```",Y,
